experiment,split_mode,variant,seed,train_source,test_source,bin,bin_left,bin_right,n,mean_prob,observed_rate,cutoff_year
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,951,0.6383,0.4942,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,37,0.7182,0.6486,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,22,0.8269,0.9091,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,1,0.1,0.2,365,0.1796,0.0192,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,2,0.2,0.3,576,0.2583,0.1146,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,3,0.3,0.4,2368,0.3541,0.2154,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,4,0.4,0.5,10043,0.4585,0.2962,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,5,0.5,0.6,8016,0.5389,0.3618,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,6,0.6,0.7,1009,0.6416,0.5025,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,7,0.7,0.8,107,0.721,0.6262,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0,0.0,0.1,387,0.0494,0.0233,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,1,0.1,0.2,637,0.1626,0.1334,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,2,0.2,0.3,2828,0.2605,0.2482,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,3,0.3,0.4,6466,0.3534,0.2881,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,4,0.4,0.5,7089,0.4479,0.3246,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,5,0.5,0.6,3841,0.5419,0.3684,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,969,0.637,0.4737,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,189,0.7402,0.7143,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,67,0.8418,0.8358,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,11,0.9544,0.6364,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,1,0.1,0.2,65,0.1752,0.0154,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,2,0.2,0.3,215,0.2616,0.1116,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,3,0.3,0.4,568,0.3544,0.1708,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,4,0.4,0.5,7748,0.4709,0.2975,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,5,0.5,0.6,13785,0.5115,0.3296,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,6,0.6,0.7,57,0.6379,0.5263,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,7,0.7,0.8,46,0.7485,0.6957,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,1,0.1,0.2,280,0.1894,0.0107,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,2,0.2,0.3,803,0.254,0.1171,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,3,0.3,0.4,2932,0.3605,0.2316,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,4,0.4,0.5,9952,0.4595,0.3072,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,5,0.5,0.6,7536,0.5363,0.3579,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,6,0.6,0.7,919,0.6355,0.4973,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,7,0.7,0.8,39,0.7128,0.6154,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,8,0.8,0.9,23,0.8295,0.913,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,1,0.1,0.2,320,0.181,0.0062,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,2,0.2,0.3,627,0.2526,0.11,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,3,0.3,0.4,2420,0.3565,0.2211,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,4,0.4,0.5,10102,0.4586,0.2979,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,5,0.5,0.6,7784,0.5384,0.356,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,6,0.6,0.7,1129,0.6361,0.5093,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,7,0.7,0.8,102,0.7202,0.6961,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0,0.0,0.1,353,0.0505,0.0255,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,1,0.1,0.2,695,0.164,0.1468,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,2,0.2,0.3,2650,0.2595,0.2204,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,3,0.3,0.4,6189,0.3548,0.2915,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,4,0.4,0.5,7392,0.448,0.3139,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,5,0.5,0.6,3924,0.5409,0.3818,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,6,0.6,0.7,1040,0.6364,0.5163,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,7,0.7,0.8,166,0.7365,0.6988,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,8,0.8,0.9,67,0.8434,0.8358,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,9,0.9,1.0,8,0.9579,0.75,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,1,0.1,0.2,36,0.1811,0.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,2,0.2,0.3,187,0.2545,0.0321,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,3,0.3,0.4,689,0.3623,0.2032,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,4,0.4,0.5,7180,0.4578,0.3024,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,5,0.5,0.6,14286,0.5221,0.3258,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,6,0.6,0.7,63,0.6373,0.4286,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,7,0.7,0.8,43,0.7311,0.7674,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,1,0.1,0.2,339,0.1729,0.0147,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,2,0.2,0.3,601,0.2527,0.1381,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,3,0.3,0.4,2531,0.3698,0.2422,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,4,0.4,0.5,8782,0.4579,0.2944,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,5,0.5,0.6,9115,0.5368,0.3541,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,6,0.6,0.7,1092,0.623,0.4542,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,7,0.7,0.8,19,0.7643,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,8,0.8,0.9,5,0.8109,0.6,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,1,0.1,0.2,341,0.1539,0.0147,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,2,0.2,0.3,390,0.2574,0.1462,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,3,0.3,0.4,1878,0.3668,0.2322,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,4,0.4,0.5,9997,0.4635,0.272,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,5,0.5,0.6,8827,0.536,0.3714,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,6,0.6,0.7,977,0.629,0.4995,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,7,0.7,0.8,74,0.7195,0.6622,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0,0.0,0.1,355,0.0545,0.0169,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,1,0.1,0.2,602,0.1603,0.1362,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,2,0.2,0.3,2804,0.261,0.2422,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,3,0.3,0.4,6913,0.3548,0.2952,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,4,0.4,0.5,7430,0.4465,0.3206,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,5,0.5,0.6,3368,0.5402,0.3996,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,6,0.6,0.7,824,0.6355,0.4721,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,7,0.7,0.8,149,0.732,0.4765,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,8,0.8,0.9,28,0.849,0.8929,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,9,0.9,1.0,11,0.9337,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,1,0.1,0.2,46,0.1851,0.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,2,0.2,0.3,168,0.2568,0.0714,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,3,0.3,0.4,740,0.3637,0.1797,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,4,0.4,0.5,7067,0.4576,0.3055,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,5,0.5,0.6,14361,0.5216,0.3249,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,6,0.6,0.7,49,0.6195,0.4898,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,7,0.7,0.8,53,0.7365,0.717,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,1,0.1,0.2,364,0.1718,0.022,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,2,0.2,0.3,603,0.2535,0.1376,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,3,0.3,0.4,2628,0.3647,0.2542,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,4,0.4,0.5,8215,0.4583,0.294,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,5,0.5,0.6,9429,0.5357,0.3455,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,1224,0.6232,0.4747,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,19,0.7678,0.9474,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,2,0.8051,0.5,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,1,0.1,0.2,364,0.1626,0.0247,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,2,0.2,0.3,370,0.2583,0.1405,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,3,0.3,0.4,2064,0.3679,0.2403,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,4,0.4,0.5,10170,0.4617,0.2826,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,5,0.5,0.6,8321,0.5338,0.3609,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,6,0.6,0.7,1149,0.6305,0.4943,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,7,0.7,0.8,46,0.7186,0.6522,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0,0.0,0.1,365,0.0511,0.0137,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,1,0.1,0.2,608,0.1617,0.1497,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,2,0.2,0.3,2954,0.261,0.2458,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,3,0.3,0.4,6865,0.3537,0.2918,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,4,0.4,0.5,7329,0.4466,0.3354,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,5,0.5,0.6,3422,0.5397,0.3729,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,762,0.6361,0.4672,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,144,0.7364,0.5972,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,25,0.8469,0.84,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,10,0.9478,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,1,0.1,0.2,57,0.1762,0.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,2,0.2,0.3,176,0.2615,0.0455,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,3,0.3,0.4,767,0.3629,0.2073,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,4,0.4,0.5,6288,0.4557,0.3057,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,5,0.5,0.6,15106,0.522,0.3236,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,6,0.6,0.7,51,0.639,0.4902,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,7,0.7,0.8,39,0.7297,0.7436,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,1,0.1,0.2,339,0.1711,0.0206,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,2,0.2,0.3,787,0.2554,0.155,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,3,0.3,0.4,2723,0.3655,0.2402,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,4,0.4,0.5,8461,0.4578,0.2985,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,5,0.5,0.6,8953,0.5375,0.3484,
